filename,label
40_20260907155157.jpg,2
41_20260907155200.jpg,2
42_20260907155203.jpg,2
43_20260907155206.jpg,1
44_20260907155209.jpg,0
45_20260907155212.jpg,1
46_20260907155215.jpg,1
47_20260907155218.jpg,0
48_20260907155221.jpg,2
49_20260907155224.jpg,2
50_20260907155227.jpg,0
51_20260907155230.jpg,1
52_20260907155233.jpg,1
53_20260907155237.jpg,0
54_20260907155240.jpg,1
55_20260907155243.jpg,1
56_20260907155246.jpg,0
57_20260907155249.jpg,2
58_20260907155252.jpg,0
59_20260907155255.jpg,0
60_20260907155258.jpg,1
61_20260907155301.jpg,2
62_20260907155304.jpg,2
63_20260907155307.jpg,2
64_20260907155310.jpg,1
65_20260907155313.jpg,0
66_20260907155316.jpg,1
67_20260907155319.jpg,2
68_20260907155322.jpg,0
69_20260907155325.jpg,2
70_20260907155328.jpg,0
71_20260907155331.jpg,0
72_20260907155334.jpg,1
73_20260907155337.jpg,1
74_20260907155340.jpg,0
75_20260907155343.jpg,1
76_20260907155346.jpg,1
77_20260907155349.jpg,0
78_20260907155352.jpg,2
79_20260907155355.jpg,0
80_20260907155358.jpg,0
81_20260907155401.jpg,2
82_20260907155404.jpg,2
83_20260907155407.jpg,2
84_20260907155410.jpg,2
85_20260907155413.jpg,1
86_20260907155416.jpg,0
87_20260907155419.jpg,2
88_20260907155422.jpg,1
89_20260907155425.jpg,2
90_20260907155428.jpg,2
91_20260907155431.jpg,0
92_20260907155434.jpg,0
93_20260907155437.jpg,1
94_20260907155440.jpg,1
95_20260907155443.jpg,0
96_20260907155447.jpg,1
97_20260907155450.jpg,1
98_20260907155453.jpg,0
99_20260907155456.jpg,2
100_20260907155459.jpg,0
101_20260907155502.jpg,0
102_20260907155505.jpg,2
103_20260907155508.jpg,2
104_20260907155511.jpg,2
105_20260907155514.jpg,2
106_20260907155517.jpg,1
107_20260907155520.jpg,0
108_20260907155523.jpg,1
109_20260907155526.jpg,2
110_20260907155529.jpg,0
111_20260907155532.jpg,2
112_20260907155535.jpg,0
113_20260907155538.jpg,0
114_20260907155541.jpg,1
115_20260907155544.jpg,1
116_20260907155547.jpg,0
117_20260907155550.jpg,1
118_20260907155553.jpg,1
119_20260907155556.jpg,0
120_20260907155559.jpg,2
121_20260907155602.jpg,0
122_20260907155605.jpg,0
123_20260907155608.jpg,2
124_20260907155611.jpg,2
125_20260907155614.jpg,2
126_20260907155617.jpg,2
127_20260907155620.jpg,1
128_20260907155623.jpg,0
129_20260907155626.jpg,2
130_20260907155629.jpg,1
131_20260907155632.jpg,1
132_20260907155635.jpg,2
133_20260907155638.jpg,0
134_20260907155641.jpg,0
135_20260907155644.jpg,1
136_20260907155647.jpg,1
137_20260907155650.jpg,0
138_20260907155653.jpg,1
139_20260907155657.jpg,1
140_20260907155700.jpg,0
141_20260907155703.jpg,2
142_20260907155706.jpg,0
143_20260907155709.jpg,0
144_20260907155712.jpg,2
145_20260907155715.jpg,2
146_20260907155718.jpg,1
147_20260907155721.jpg,2
148_20260907155724.jpg,1
149_20260907155727.jpg,0
150_20260907155730.jpg,2
151_20260907155733.jpg,0
152_20260907155736.jpg,2
153_20260907155739.jpg,2
154_20260907155742.jpg,0
155_20260907155745.jpg,1
156_20260907155748.jpg,1
157_20260907155751.jpg,1
158_20260907155754.jpg,1
159_20260907155757.jpg,1
160_20260907155800.jpg,1
161_20260907155803.jpg,1
162_20260907155806.jpg,2
163_20260907155809.jpg,0
164_20260907155812.jpg,1
165_20260907155815.jpg,2
166_20260907155818.jpg,2
167_20260907155821.jpg,2
168_20260907155824.jpg,1
169_20260907155827.jpg,0
170_20260907155830.jpg,1
171_20260907155833.jpg,1
172_20260907155836.jpg,0
173_20260907155839.jpg,2
174_20260907155842.jpg,2
175_20260907155845.jpg,0
176_20260907155848.jpg,1
177_20260907155851.jpg,1
178_20260907155854.jpg,0
179_20260907155857.jpg,1
180_20260907155900.jpg,1
181_20260907155903.jpg,0
182_20260907155906.jpg,2
183_20260907155909.jpg,0
184_20260907155912.jpg,0
185_20260907155916.jpg,1
186_20260907155919.jpg,2
187_20260907155922.jpg,2
188_20260907155925.jpg,2
189_20260907155928.jpg,1
190_20260907155931.jpg,0
191_20260907155934.jpg,1
192_20260907155937.jpg,1
193_20260907155940.jpg,0
194_20260907155943.jpg,2
195_20260907155946.jpg,0
196_20260907155949.jpg,1
197_20260907155952.jpg,1
198_20260907155955.jpg,1
199_20260907155958.jpg,0
200_20260907160001.jpg,1
201_20260907160004.jpg,1
202_20260907160007.jpg,0
203_20260907160010.jpg,2
204_20260907160013.jpg,0
205_20260907160016.jpg,0
206_20260907160019.jpg,2
207_20260907160022.jpg,2
208_20260907160025.jpg,2
209_20260907160028.jpg,2
210_20260907160031.jpg,1
211_20260907160034.jpg,0
212_20260907160037.jpg,2
213_20260907160040.jpg,1
214_20260907160043.jpg,1
215_20260907160046.jpg,2
216_20260907160049.jpg,0
217_20260907160052.jpg,0
218_20260907160055.jpg,1
219_20260907160058.jpg,1
220_20260907160101.jpg,0
221_20260907160104.jpg,1
222_20260907160107.jpg,1
223_20260907160111.jpg,0
224_20260907160114.jpg,2
225_20260907160117.jpg,0
226_20260907160120.jpg,0
227_20260907160123.jpg,2
228_20260907160126.jpg,2
229_20260907160129.jpg,2
230_20260907160132.jpg,2
231_20260907160135.jpg,1
232_20260907160138.jpg,0
233_20260907160141.jpg,2
234_20260907160144.jpg,1
235_20260907160147.jpg,2
236_20260907160150.jpg,2
237_20260907160153.jpg,0
238_20260907160156.jpg,0
239_20260907160159.jpg,1
240_20260907160202.jpg,1
241_20260907160205.jpg,0
242_20260907160208.jpg,1
243_20260907160211.jpg,1
244_20260907160214.jpg,0
245_20260907160217.jpg,2
246_20260907160220.jpg,0
247_20260907160223.jpg,0
248_20260907160226.jpg,2
249_20260907160229.jpg,2
250_20260907160232.jpg,2
251_20260907160235.jpg,2
252_20260907160238.jpg,1
